ticket_id,date,category,severity,sku,region,resolution_days
TKT-20260211-00147,2026-02-11,late_delivery,medium,NOVA-CPT-01,West,3.2
TKT-20260211-00148,2026-02-11,wrong_item,low,NOVA-CPT-01,North,2.4
TKT-20260212-00149,2026-02-12,product_defect,medium,NOVA-WBL-01,North,3.8
TKT-20260212-00150,2026-02-12,wrong_item,low,NOVA-CPT-02,West,5.3
TKT-20260212-00151,2026-02-12,product_defect,medium,NOVA-AUD-01,North,3.5
TKT-20260212-00152,2026-02-12,other,low,,East,6.1
TKT-20260212-00153,2026-02-12,damaged,low,NOVA-AUD-02,North,5.9
TKT-20260212-00154,2026-02-12,late_delivery,low,NOVA-MOB-02,North,1.0
TKT-20260212-00155,2026-02-12,late_delivery,high,NOVA-WBL-01,North,5.4
TKT-20260212-00156,2026-02-12,other,high,,South,1.1
TKT-20260212-00157,2026-02-12,product_defect,medium,NOVA-AUD-02,East,
TKT-20260212-00158,2026-02-12,billing,medium,,East,6.9
TKT-20260212-00159,2026-02-12,late_delivery,low,NOVA-MOB-01,East,
TKT-20260212-00160,2026-02-12,other,high,,South,6.2
TKT-20260212-00161,2026-02-12,damaged,medium,NOVA-WBL-02,North,
TKT-20260212-00162,2026-02-12,late_delivery,low,NOVA-CPT-01,West,5.8
TKT-20260212-00163,2026-02-12,product_defect,low,NOVA-WBL-01,South,6.7
TKT-20260212-00164,2026-02-12,late_delivery,high,NOVA-MOB-02,West,1.4
TKT-20260213-00165,2026-02-13,product_defect,critical,NOVA-MOB-02,South,4.2
TKT-20260213-00166,2026-02-13,late_delivery,medium,NOVA-WBL-01,West,6.4
TKT-20260213-00167,2026-02-13,other,low,,South,3.9
TKT-20260213-00168,2026-02-13,late_delivery,high,NOVA-MOB-01,South,3.2
TKT-20260213-00169,2026-02-13,billing,medium,,North,3.6
TKT-20260213-00170,2026-02-13,wrong_item,low,NOVA-MOB-01,North,
TKT-20260213-00171,2026-02-13,damaged,medium,NOVA-WBL-01,North,6.3
TKT-20260213-00172,2026-02-13,late_delivery,low,NOVA-AUD-01,North,0.6
TKT-20260213-00173,2026-02-13,damaged,low,NOVA-CPT-02,West,1.5
TKT-20260213-00174,2026-02-13,late_delivery,low,NOVA-CPT-01,East,2.0
TKT-20260213-00175,2026-02-13,late_delivery,medium,NOVA-CPT-02,East,4.8
TKT-20260213-00176,2026-02-13,wrong_item,low,NOVA-CPT-02,North,3.6
TKT-20260213-00177,2026-02-13,billing,medium,,West,6.2
TKT-20260213-00178,2026-02-13,product_defect,high,NOVA-WBL-02,East,3.6
TKT-20260213-00179,2026-02-13,late_delivery,high,NOVA-MOB-02,South,5.1
TKT-20260213-00180,2026-02-13,damaged,medium,NOVA-CPT-01,East,5.9
TKT-20260214-00181,2026-02-14,late_delivery,low,NOVA-MOB-01,West,4.5
TKT-20260214-00182,2026-02-14,other,medium,,South,
TKT-20260214-00183,2026-02-14,damaged,low,NOVA-WBL-01,North,
TKT-20260214-00184,2026-02-14,wrong_item,low,NOVA-CPT-01,South,6.1
TKT-20260214-00185,2026-02-14,product_defect,medium,NOVA-CPT-01,South,2.3
TKT-20260214-00186,2026-02-14,damaged,low,NOVA-AUD-01,East,6.5
TKT-20260214-00187,2026-02-14,damaged,medium,NOVA-AUD-01,East,0.6
TKT-20260214-00188,2026-02-14,damaged,low,NOVA-AUD-02,South,5.9
TKT-20260214-00189,2026-02-14,other,high,,West,6.8
TKT-20260214-00190,2026-02-14,billing,high,,West,6.5
TKT-20260214-00191,2026-02-14,late_delivery,low,NOVA-MOB-02,North,5.7
TKT-20260215-00192,2026-02-15,other,medium,,South,3.6
TKT-20260215-00193,2026-02-15,damaged,low,NOVA-MOB-02,West,6.2
TKT-20260215-00194,2026-02-15,late_delivery,medium,NOVA-MOB-02,East,1.8
TKT-20260215-00195,2026-02-15,product_defect,low,NOVA-CPT-02,East,3.5
TKT-20260215-00196,2026-02-15,late_delivery,critical,NOVA-WBL-01,North,4.5
TKT-20260215-00197,2026-02-15,damaged,low,NOVA-MOB-01,East,1.2
TKT-20260215-00198,2026-02-15,other,medium,,South,6.1
TKT-20260215-00199,2026-02-15,billing,low,,West,0.9
TKT-20260215-00200,2026-02-15,product_defect,medium,NOVA-WBL-01,East,2.7
TKT-20260215-00201,2026-02-15,product_defect,low,NOVA-AUD-02,West,4.2
TKT-20260215-00202,2026-02-15,wrong_item,low,NOVA-AUD-01,South,5.7
TKT-20260215-00203,2026-02-15,product_defect,medium,NOVA-WBL-01,South,0.9
TKT-20260215-00204,2026-02-15,other,medium,,East,
TKT-20260215-00205,2026-02-15,wrong_item,high,NOVA-CPT-01,East,2.6
TKT-20260215-00206,2026-02-15,product_defect,critical,NOVA-MOB-01,North,3.2
TKT-20260215-00207,2026-02-15,late_delivery,low,NOVA-AUD-02,South,3.9
TKT-20260216-00208,2026-02-16,wrong_item,high,NOVA-MOB-02,North,6.0
TKT-20260216-00209,2026-02-16,billing,low,,South,0.7
TKT-20260216-00210,2026-02-16,wrong_item,high,NOVA-CPT-01,East,5.3
TKT-20260216-00211,2026-02-16,damaged,low,NOVA-CPT-02,West,3.7
TKT-20260216-00212,2026-02-16,late_delivery,low,NOVA-AUD-01,East,4.5
TKT-20260216-00213,2026-02-16,late_delivery,low,NOVA-CPT-02,West,6.2
TKT-20260216-00214,2026-02-16,product_defect,low,NOVA-MOB-01,West,2.1
TKT-20260216-00215,2026-02-16,product_defect,critical,NOVA-MOB-02,North,5.4
TKT-20260216-00216,2026-02-16,billing,low,,East,1.5
TKT-20260216-00217,2026-02-16,damaged,high,NOVA-WBL-01,North,2.8
TKT-20260216-00218,2026-02-16,product_defect,medium,NOVA-AUD-02,West,1.7
TKT-20260216-00219,2026-02-16,product_defect,medium,NOVA-AUD-01,West,
TKT-20260216-00220,2026-02-16,billing,medium,,East,3.1
TKT-20260216-00221,2026-02-16,product_defect,low,NOVA-AUD-02,South,
TKT-20260216-00222,2026-02-16,late_delivery,low,NOVA-MOB-02,West,5.7
TKT-20260217-00223,2026-02-17,late_delivery,medium,NOVA-WBL-01,North,4.0
TKT-20260217-00224,2026-02-17,late_delivery,high,NOVA-MOB-02,North,6.6
TKT-20260217-00225,2026-02-17,late_delivery,medium,NOVA-MOB-02,East,
TKT-20260217-00226,2026-02-17,wrong_item,medium,NOVA-AUD-02,West,1.2
TKT-20260217-00227,2026-02-17,late_delivery,low,NOVA-WBL-01,South,3.3
TKT-20260217-00228,2026-02-17,late_delivery,medium,NOVA-AUD-02,East,3.2
TKT-20260217-00229,2026-02-17,product_defect,low,NOVA-MOB-01,North,6.4
TKT-20260217-00230,2026-02-17,wrong_item,low,NOVA-CPT-01,West,5.4
TKT-20260217-00231,2026-02-17,wrong_item,low,NOVA-CPT-02,West,0.7
TKT-20260217-00232,2026-02-17,damaged,high,NOVA-MOB-01,West,1.3
TKT-20260217-00233,2026-02-17,late_delivery,medium,NOVA-WBL-01,South,0.5
TKT-20260217-00234,2026-02-17,late_delivery,medium,NOVA-WBL-02,East,2.0
TKT-20260217-00235,2026-02-17,other,medium,,North,2.1
TKT-20260217-00236,2026-02-17,wrong_item,medium,NOVA-AUD-01,East,2.9
TKT-20260217-00237,2026-02-17,product_defect,critical,NOVA-CPT-02,East,
TKT-20260218-00238,2026-02-18,late_delivery,medium,NOVA-AUD-02,East,
TKT-20260218-00239,2026-02-18,wrong_item,high,NOVA-CPT-02,West,4.2
TKT-20260218-00240,2026-02-18,late_delivery,low,NOVA-WBL-02,North,
TKT-20260218-00241,2026-02-18,late_delivery,low,NOVA-AUD-01,South,5.9
TKT-20260218-00242,2026-02-18,late_delivery,critical,NOVA-AUD-02,East,0.8
TKT-20260218-00243,2026-02-18,billing,medium,,South,
TKT-20260218-00244,2026-02-18,billing,low,,East,3.6
TKT-20260218-00245,2026-02-18,other,high,,East,0.7
TKT-20260218-00246,2026-02-18,late_delivery,high,NOVA-AUD-02,South,4.4
TKT-20260218-00247,2026-02-18,late_delivery,high,NOVA-MOB-02,South,4.2
TKT-20260218-00248,2026-02-18,damaged,medium,NOVA-WBL-02,North,2.6
TKT-20260219-00249,2026-02-19,damaged,medium,NOVA-CPT-01,North,2.2
TKT-20260219-00250,2026-02-19,wrong_item,low,NOVA-AUD-02,West,1.2
TKT-20260219-00251,2026-02-19,other,medium,,South,1.8
TKT-20260219-00252,2026-02-19,other,medium,,South,0.8
TKT-20260219-00253,2026-02-19,late_delivery,low,NOVA-CPT-01,East,1.2
TKT-20260219-00254,2026-02-19,other,low,,South,1.2
TKT-20260219-00255,2026-02-19,late_delivery,medium,NOVA-WBL-02,North,4.6
TKT-20260219-00256,2026-02-19,late_delivery,medium,NOVA-CPT-02,East,6.7
TKT-20260219-00257,2026-02-19,other,medium,,West,5.1
TKT-20260219-00258,2026-02-19,product_defect,high,NOVA-MOB-02,East,5.4
TKT-20260219-00259,2026-02-19,damaged,high,NOVA-AUD-02,West,3.8
TKT-20260219-00260,2026-02-19,billing,medium,,North,6.1
TKT-20260219-00261,2026-02-19,late_delivery,medium,NOVA-CPT-02,East,2.3
TKT-20260220-00262,2026-02-20,other,critical,,East,5.1
TKT-20260220-00263,2026-02-20,late_delivery,medium,NOVA-WBL-02,North,5.2
TKT-20260220-00264,2026-02-20,product_defect,high,NOVA-MOB-01,West,0.8
TKT-20260220-00265,2026-02-20,other,medium,,South,6.2
TKT-20260220-00266,2026-02-20,product_defect,low,NOVA-AUD-01,East,3.2
TKT-20260220-00267,2026-02-20,damaged,medium,NOVA-AUD-01,East,1.9
TKT-20260220-00268,2026-02-20,other,high,,North,0.7
TKT-20260220-00269,2026-02-20,damaged,medium,NOVA-WBL-02,East,5.6
TKT-20260220-00270,2026-02-20,late_delivery,medium,NOVA-CPT-01,East,2.9
TKT-20260220-00271,2026-02-20,billing,critical,,North,5.2
TKT-20260220-00272,2026-02-20,product_defect,low,NOVA-WBL-01,South,
TKT-20260220-00273,2026-02-20,other,medium,,East,1.3
TKT-20260220-00274,2026-02-20,other,low,,West,4.3
TKT-20260220-00275,2026-02-20,product_defect,medium,NOVA-CPT-01,South,3.3
TKT-20260221-00276,2026-02-21,late_delivery,high,NOVA-MOB-01,South,5.7
TKT-20260221-00277,2026-02-21,late_delivery,medium,NOVA-CPT-02,West,4.8
TKT-20260221-00278,2026-02-21,late_delivery,low,NOVA-AUD-01,North,6.0
TKT-20260221-00279,2026-02-21,billing,low,,North,2.1
TKT-20260221-00280,2026-02-21,wrong_item,medium,NOVA-MOB-02,East,4.0
TKT-20260221-00281,2026-02-21,late_delivery,medium,NOVA-AUD-01,South,4.4
TKT-20260221-00282,2026-02-21,late_delivery,low,NOVA-MOB-01,South,2.4
TKT-20260221-00283,2026-02-21,damaged,critical,NOVA-MOB-02,East,0.6
TKT-20260221-00284,2026-02-21,product_defect,low,NOVA-WBL-01,North,1.0
TKT-20260221-00285,2026-02-21,product_defect,low,NOVA-WBL-01,East,2.1
TKT-20260221-00286,2026-02-21,late_delivery,medium,NOVA-CPT-02,East,4.6
TKT-20260221-00287,2026-02-21,other,medium,,East,
TKT-20260222-00288,2026-02-22,late_delivery,low,NOVA-CPT-01,East,4.1
TKT-20260222-00289,2026-02-22,damaged,high,NOVA-CPT-01,West,6.2
TKT-20260222-00290,2026-02-22,damaged,high,NOVA-WBL-02,North,1.7
TKT-20260222-00291,2026-02-22,late_delivery,high,NOVA-AUD-01,East,1.7
TKT-20260222-00292,2026-02-22,late_delivery,low,NOVA-CPT-02,West,4.2
TKT-20260222-00293,2026-02-22,product_defect,medium,NOVA-MOB-02,West,4.5
TKT-20260222-00294,2026-02-22,late_delivery,critical,NOVA-MOB-02,South,1.8
TKT-20260222-00295,2026-02-22,billing,low,,East,6.4
TKT-20260222-00296,2026-02-22,late_delivery,medium,NOVA-CPT-02,East,2.3
TKT-20260222-00297,2026-02-22,damaged,low,NOVA-CPT-02,North,3.7
TKT-20260222-00298,2026-02-22,wrong_item,low,NOVA-MOB-01,South,
TKT-20260222-00299,2026-02-22,wrong_item,low,NOVA-WBL-02,North,3.6
TKT-20260222-00300,2026-02-22,late_delivery,low,NOVA-AUD-01,West,4.0
TKT-20260222-00301,2026-02-22,other,low,,North,4.6
TKT-20260223-00302,2026-02-23,late_delivery,medium,NOVA-WBL-02,South,6.2
TKT-20260223-00303,2026-02-23,damaged,high,NOVA-WBL-02,West,
TKT-20260223-00304,2026-02-23,product_defect,low,NOVA-WBL-02,South,
TKT-20260223-00305,2026-02-23,late_delivery,low,NOVA-AUD-02,East,3.5
TKT-20260223-00306,2026-02-23,product_defect,medium,NOVA-WBL-02,North,
TKT-20260223-00307,2026-02-23,late_delivery,low,NOVA-AUD-02,West,1.6
TKT-20260223-00308,2026-02-23,product_defect,high,NOVA-CPT-02,South,7.0
TKT-20260223-00309,2026-02-23,late_delivery,low,NOVA-MOB-01,North,5.0
TKT-20260223-00310,2026-02-23,damaged,medium,NOVA-AUD-02,East,0.7
TKT-20260223-00311,2026-02-23,wrong_item,medium,NOVA-CPT-01,North,2.6
TKT-20260223-00312,2026-02-23,other,low,,North,4.1
TKT-20260223-00313,2026-02-23,product_defect,critical,NOVA-CPT-01,South,5.2
TKT-20260223-00314,2026-02-23,damaged,medium,NOVA-AUD-02,East,2.8
TKT-20260224-00315,2026-02-24,late_delivery,low,NOVA-CPT-01,South,1.7
TKT-20260224-00316,2026-02-24,product_defect,high,NOVA-MOB-02,North,5.5
TKT-20260224-00317,2026-02-24,wrong_item,medium,NOVA-MOB-02,North,1.0
TKT-20260224-00318,2026-02-24,late_delivery,medium,NOVA-WBL-02,West,3.5
TKT-20260224-00319,2026-02-24,late_delivery,medium,NOVA-CPT-02,West,4.5
TKT-20260224-00320,2026-02-24,late_delivery,medium,NOVA-AUD-02,South,0.7
TKT-20260224-00321,2026-02-24,billing,low,,North,1.4
TKT-20260224-00322,2026-02-24,late_delivery,high,NOVA-MOB-01,East,1.8
TKT-20260224-00323,2026-02-24,product_defect,medium,NOVA-WBL-01,North,1.2
TKT-20260224-00324,2026-02-24,damaged,low,NOVA-MOB-02,South,
TKT-20260224-00325,2026-02-24,wrong_item,low,NOVA-CPT-02,North,2.6
TKT-20260224-00326,2026-02-24,late_delivery,medium,NOVA-MOB-02,South,5.4
TKT-20260224-00327,2026-02-24,other,high,,West,4.6
TKT-20260224-00328,2026-02-24,wrong_item,high,NOVA-AUD-02,South,0.7
TKT-20260224-00329,2026-02-24,late_delivery,medium,NOVA-WBL-02,East,1.0
TKT-20260225-00330,2026-02-25,late_delivery,medium,NOVA-AUD-02,North,2.5
TKT-20260225-00331,2026-02-25,wrong_item,critical,NOVA-WBL-01,South,0.6
TKT-20260225-00332,2026-02-25,billing,high,,North,3.1
TKT-20260225-00333,2026-02-25,late_delivery,low,NOVA-MOB-01,North,
TKT-20260225-00334,2026-02-25,late_delivery,low,NOVA-MOB-01,West,5.9
TKT-20260225-00335,2026-02-25,late_delivery,medium,NOVA-CPT-01,East,6.9
TKT-20260225-00336,2026-02-25,late_delivery,medium,NOVA-CPT-01,South,2.0
TKT-20260225-00337,2026-02-25,product_defect,high,NOVA-CPT-02,West,4.9
TKT-20260225-00338,2026-02-25,product_defect,low,NOVA-AUD-02,West,3.0
TKT-20260225-00339,2026-02-25,late_delivery,medium,NOVA-CPT-01,North,
TKT-20260225-00340,2026-02-25,damaged,medium,NOVA-MOB-01,North,4.7
TKT-20260225-00341,2026-02-25,other,low,,South,
TKT-20260225-00342,2026-02-25,billing,critical,,South,3.3
TKT-20260226-00343,2026-02-26,product_defect,low,NOVA-WBL-02,East,1.9
TKT-20260226-00344,2026-02-26,damaged,medium,NOVA-WBL-02,North,4.6
TKT-20260226-00345,2026-02-26,late_delivery,low,NOVA-AUD-02,South,3.4
TKT-20260226-00346,2026-02-26,late_delivery,low,NOVA-AUD-02,West,5.7
TKT-20260226-00347,2026-02-26,product_defect,medium,NOVA-CPT-02,South,2.5
TKT-20260226-00348,2026-02-26,late_delivery,critical,NOVA-WBL-01,East,
